match_id,edition_year,tournament_name,stage,group,date,time,stadium,city,host_country,home_team,home_code,away_team,away_code,home_score,away_score,extra_time,penalty_shootout,home_penalties,away_penalties
M-1998-31,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo G,1998-06-22,17:30,Stade de la Mosson,Montpellier,France,Colombia,COL,Tunisia,TUN,1,0,0,0,0,0
M-1998-32,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo G,1998-06-22,21:00,Stade de Toulouse,Toulouse,France,Romania,ROU,England,ENG,2,1,0,0,0,0
M-1998-33,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo B,1998-06-23,16:00,Stade de la Beaujoire,Nantes,France,Chile,CHL,Cameroon,CMR,1,1,0,0,0,0
M-1998-34,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo B,1998-06-23,16:00,Stade de France,Saint-Denis,France,Italy,ITA,Austria,AUT,2,1,0,0,0,0
M-1998-35,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo A,1998-06-23,21:00,Stade Velodrome,Marseille,France,Brazil,BRA,Norway,NOR,1,2,0,0,0,0
M-1998-36,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo A,1998-06-23,21:00,Stade Geoffroy-Guichard,Saint-Etienne,France,Scotland,SCO,Morocco,MAR,0,3,0,0,0,0
M-1998-37,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo C,1998-06-24,16:00,Stade de Gerland,Lyon,France,France,FRA,Denmark,DNK,2,1,0,0,0,0
M-1998-38,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo C,1998-06-24,16:00,Stade du Parc Lescure,Bordeaux,France,South Africa,ZAF,Saudi Arabia,SAU,2,2,0,0,0,0
M-1998-39,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo D,1998-06-24,21:00,Stade de Toulouse,Toulouse,France,Nigeria,NGA,Paraguay,PRY,1,3,0,0,0,0
M-1998-40,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo D,1998-06-24,21:00,Stade Felix-Bollaert,Lens,France,Spain,ESP,Bulgaria,BGR,6,1,0,0,0,0
M-1998-41,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo E,1998-06-25,16:00,Parc des Princes,Paris,France,Belgium,BEL,South Korea,KOR,1,1,0,0,0,0
M-1998-42,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo E,1998-06-25,16:00,Stade Geoffroy-Guichard,Saint-Etienne,France,Netherlands,NLD,Mexico,MEX,2,2,0,0,0,0
M-1998-43,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo F,1998-06-25,21:00,Stade de la Mosson,Montpellier,France,Germany,DEU,Iran,IRN,2,0,0,0,0,0
M-1998-44,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo F,1998-06-25,21:00,Stade de la Beaujoire,Nantes,France,United States,USA,Yugoslavia,YUG,0,1,0,0,0,0
M-1998-45,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo H,1998-06-26,16:00,Stade du Parc Lescure,Bordeaux,France,Argentina,ARG,Croatia,HRV,1,0,0,0,0,0
M-1998-46,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo H,1998-06-26,16:00,Stade de Gerland,Lyon,France,Japan,JPN,Jamaica,JAM,1,2,0,0,0,0
M-1998-47,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo G,1998-06-26,21:00,Stade Felix-Bollaert,Lens,France,Colombia,COL,England,ENG,0,2,0,0,0,0
M-1998-48,1998,Copa Mundial FIFA 1998,Fase de grupos,Grupo G,1998-06-26,21:00,Stade de France,Saint-Denis,France,Romania,ROU,Tunisia,TUN,1,1,0,0,0,0
M-1998-49,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-27,16:30,Stade Velodrome,Marseille,France,Italy,ITA,Norway,NOR,1,0,0,0,0,0
M-1998-50,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-27,21:00,Parc des Princes,Paris,France,Brazil,BRA,Chile,CHL,4,1,0,0,0,0
M-1998-51,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-28,16:30,Stade Felix-Bollaert,Lens,France,France,FRA,Paraguay,PRY,1,0,1,0,0,0
M-1998-52,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-28,21:00,Stade de France,Saint-Denis,France,Nigeria,NGA,Denmark,DNK,1,4,0,0,0,0
M-1998-53,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-29,16:30,Stade de la Mosson,Montpellier,France,Germany,DEU,Mexico,MEX,2,1,0,0,0,0
M-1998-54,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-29,21:00,Stade de Toulouse,Toulouse,France,Netherlands,NLD,Yugoslavia,YUG,2,1,0,0,0,0
M-1998-55,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-30,16:30,Stade du Parc Lescure,Bordeaux,France,Romania,ROU,Croatia,HRV,0,1,0,0,0,0
M-1998-56,1998,Copa Mundial FIFA 1998,Octavos de final,No aplica,1998-06-30,21:00,Stade Geoffroy-Guichard,Saint-Etienne,France,Argentina,ARG,England,ENG,2,2,1,1,4,3
M-1998-57,1998,Copa Mundial FIFA 1998,Cuartos de final,No aplica,1998-07-03,16:30,Stade de France,Saint-Denis,France,Italy,ITA,France,FRA,0,0,1,1,3,4
M-1998-58,1998,Copa Mundial FIFA 1998,Cuartos de final,No aplica,1998-07-03,21:00,Stade de la Beaujoire,Nantes,France,Brazil,BRA,Denmark,DNK,3,2,0,0,0,0
M-1998-59,1998,Copa Mundial FIFA 1998,Cuartos de final,No aplica,1998-07-04,16:30,Stade Velodrome,Marseille,France,Netherlands,NLD,Argentina,ARG,2,1,0,0,0,0
M-1998-60,1998,Copa Mundial FIFA 1998,Cuartos de final,No aplica,1998-07-04,21:00,Stade de Gerland,Lyon,France,Germany,DEU,Croatia,HRV,0,3,0,0,0,0
M-1998-61,1998,Copa Mundial FIFA 1998,Semifinales,No aplica,1998-07-07,21:00,Stade Velodrome,Marseille,France,Brazil,BRA,Netherlands,NLD,1,1,1,1,4,2
M-1998-62,1998,Copa Mundial FIFA 1998,Semifinales,No aplica,1998-07-08,21:00,Stade de France,Saint-Denis,France,France,FRA,Croatia,HRV,2,1,0,0,0,0
M-1998-63,1998,Copa Mundial FIFA 1998,Tercer lugar,No aplica,1998-07-11,21:00,Parc des Princes,Paris,France,Netherlands,NLD,Croatia,HRV,1,2,0,0,0,0
M-1998-64,1998,Copa Mundial FIFA 1998,Final,No aplica,1998-07-12,21:00,Stade de France,Saint-Denis,France,Brazil,BRA,France,FRA,0,3,0,0,0,0
M-2002-01,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-05-31,20:30,Seoul World Cup Stadium,Seoul,South Korea,France,FRA,Senegal,SEN,0,1,0,0,0,0
M-2002-02,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-01,15:30,Niigata Stadium,Niigata,Japan,Republic of Ireland,IRL,Cameroon,CMR,1,1,0,0,0,0
M-2002-03,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-06-01,18:00,Ulsan Munsu Football Stadium,Ulsan,South Korea,Uruguay,URY,Denmark,DNK,1,2,0,0,0,0
M-2002-04,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-01,20:30,Sapporo Dome,Sapporo,Japan,Germany,DEU,Saudi Arabia,SAU,8,0,0,0,0,0
M-2002-05,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-02,14:30,Kashima Stadium,Ibaraki,Japan,Argentina,ARG,Nigeria,NGA,1,0,0,0,0,0
M-2002-06,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-02,16:30,Busan Asiad Stadium,Busan,South Korea,Paraguay,PRY,South Africa,ZAF,2,2,0,0,0,0
M-2002-07,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-02,18:30,Saitama Stadium,Saitama,Japan,England,ENG,Sweden,SWE,1,1,0,0,0,0
M-2002-08,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-02,20:30,Gwangju World Cup Stadium,Gwangju,South Korea,Spain,ESP,Slovenia,SVN,3,1,0,0,0,0
M-2002-09,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-03,15:30,Niigata Stadium,Niigata,Japan,Croatia,HRV,Mexico,MEX,0,1,0,0,0,0
M-2002-10,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-03,18:00,Ulsan Munsu Football Stadium,Ulsan,South Korea,Brazil,BRA,Turkey,TUR,2,1,0,0,0,0
M-2002-11,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-03,20:30,Sapporo Dome,Sapporo,Japan,Italy,ITA,Ecuador,ECU,2,0,0,0,0,0
M-2002-12,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-04,15:30,Gwangju World Cup Stadium,Gwangju,South Korea,China,CHN,Costa Rica,CRI,0,2,0,0,0,0
M-2002-13,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-04,18:00,Saitama Stadium,Saitama,Japan,Japan,JPN,Belgium,BEL,2,2,0,0,0,0
M-2002-14,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-04,20:30,Busan Asiad Stadium,Busan,South Korea,South Korea,KOR,Poland,POL,2,0,0,0,0,0
M-2002-15,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-05,15:30,Kobe Wing Stadium,Kobe,Japan,Russia,RUS,Tunisia,TUN,2,0,0,0,0,0
M-2002-16,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-05,18:00,Suwon World Cup Stadium,Suwon,South Korea,United States,USA,Portugal,PRT,3,2,0,0,0,0
M-2002-17,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-05,20:30,Kashima Stadium,Ibaraki,Japan,Germany,DEU,Republic of Ireland,IRL,1,1,0,0,0,0
M-2002-18,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-06-06,15:30,Daegu World Cup Stadium,Daegu,South Korea,Denmark,DNK,Senegal,SEN,1,1,0,0,0,0
M-2002-19,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-06,18:00,Saitama Stadium,Saitama,Japan,Cameroon,CMR,Saudi Arabia,SAU,1,0,0,0,0,0
M-2002-20,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-06-06,20:30,Busan Asiad Stadium,Busan,South Korea,France,FRA,Uruguay,URY,0,0,0,0,0,0
M-2002-21,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-07,15:30,Kobe Wing Stadium,Kobe,Japan,Sweden,SWE,Nigeria,NGA,2,1,0,0,0,0
M-2002-22,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-07,18:00,Jeonju World Cup Stadium,Jeonju,South Korea,Spain,ESP,Paraguay,PRY,3,1,0,0,0,0
M-2002-23,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-07,20:30,Sapporo Dome,Sapporo,Japan,Argentina,ARG,England,ENG,0,1,0,0,0,0
M-2002-24,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-08,15:30,Daegu World Cup Stadium,Daegu,South Korea,South Africa,ZAF,Slovenia,SVN,1,0,0,0,0,0
M-2002-25,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-08,18:00,Kashima Stadium,Ibaraki,Japan,Italy,ITA,Croatia,HRV,1,2,0,0,0,0
M-2002-26,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-08,20:30,Jeju World Cup Stadium,Seogwipo,South Korea,Brazil,BRA,China,CHN,4,0,0,0,0,0
M-2002-27,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-09,15:30,Miyagi Stadium,Miyagi,Japan,Mexico,MEX,Ecuador,ECU,2,1,0,0,0,0
M-2002-28,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-09,18:00,Incheon Munhak Stadium,Incheon,South Korea,Costa Rica,CRI,Turkey,TUR,1,1,0,0,0,0
M-2002-29,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-09,20:30,International Stadium Yokohama,Yokohama,Japan,Japan,JPN,Russia,RUS,1,0,0,0,0,0
M-2002-30,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-10,15:30,Daegu World Cup Stadium,Daegu,South Korea,South Korea,KOR,United States,USA,1,1,0,0,0,0
M-2002-31,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-10,18:00,Oita Stadium,Oita,Japan,Tunisia,TUN,Belgium,BEL,1,1,0,0,0,0
M-2002-32,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-10,20:30,Jeonju World Cup Stadium,Jeonju,South Korea,Portugal,PRT,Poland,POL,4,0,0,0,0,0
M-2002-33,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-06-11,15:30,Incheon Munhak Stadium,Incheon,South Korea,Denmark,DNK,France,FRA,2,0,0,0,0,0
M-2002-34,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo A,2002-06-11,15:30,Suwon World Cup Stadium,Suwon,South Korea,Senegal,SEN,Uruguay,URY,3,3,0,0,0,0
M-2002-35,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-11,20:30,Shizuoka Stadium ECOPA,Shizuoka,Japan,Cameroon,CMR,Germany,DEU,0,2,0,0,0,0
M-2002-36,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo E,2002-06-11,20:30,International Stadium Yokohama,Yokohama,Japan,Saudi Arabia,SAU,Republic of Ireland,IRL,0,3,0,0,0,0
M-2002-37,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-12,15:30,Nagai Stadium,Osaka,Japan,Nigeria,NGA,England,ENG,0,0,0,0,0,0
M-2002-38,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo F,2002-06-12,15:30,Miyagi Stadium,Miyagi,Japan,Sweden,SWE,Argentina,ARG,1,1,0,0,0,0
M-2002-39,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-12,20:30,Jeju World Cup Stadium,Seogwipo,South Korea,Slovenia,SVN,Paraguay,PRY,1,3,0,0,0,0
M-2002-40,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo B,2002-06-12,20:30,Daejeon World Cup Stadium,Daejeon,South Korea,South Africa,ZAF,Spain,ESP,2,3,0,0,0,0
M-2002-41,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-13,15:30,Suwon World Cup Stadium,Suwon,South Korea,Costa Rica,CRI,Brazil,BRA,2,5,0,0,0,0
M-2002-42,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo C,2002-06-13,15:30,Seoul World Cup Stadium,Seoul,South Korea,Turkey,TUR,China,CHN,3,0,0,0,0,0
M-2002-43,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-13,20:30,International Stadium Yokohama,Yokohama,Japan,Ecuador,ECU,Croatia,HRV,1,0,0,0,0,0
M-2002-44,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo G,2002-06-13,20:30,Oita Stadium,Oita,Japan,Mexico,MEX,Italy,ITA,1,1,0,0,0,0
M-2002-45,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-14,15:30,Shizuoka Stadium ECOPA,Shizuoka,Japan,Belgium,BEL,Russia,RUS,3,2,0,0,0,0
M-2002-46,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo H,2002-06-14,15:30,Nagai Stadium,Osaka,Japan,Tunisia,TUN,Japan,JPN,0,2,0,0,0,0
M-2002-47,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-14,20:30,Daejeon World Cup Stadium,Daejeon,South Korea,Poland,POL,United States,USA,3,1,0,0,0,0
M-2002-48,2002,Copa Mundial FIFA 2002,Fase de grupos,Grupo D,2002-06-14,20:30,Incheon Munhak Stadium,Incheon,South Korea,Portugal,PRT,South Korea,KOR,0,1,0,0,0,0
M-2002-49,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-15,15:30,Jeju World Cup Stadium,Seogwipo,South Korea,Germany,DEU,Paraguay,PRY,1,0,0,0,0,0
M-2002-50,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-15,20:30,Niigata Stadium,Niigata,Japan,Denmark,DNK,England,ENG,0,3,0,0,0,0
M-2002-51,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-16,15:30,Oita Stadium,Oita,Japan,Sweden,SWE,Senegal,SEN,1,2,1,0,0,0
M-2002-52,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-16,20:30,Suwon World Cup Stadium,Suwon,South Korea,Spain,ESP,Republic of Ireland,IRL,1,1,1,1,3,2
M-2002-53,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-17,15:30,Jeonju World Cup Stadium,Jeonju,South Korea,Mexico,MEX,United States,USA,0,2,0,0,0,0
M-2002-54,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-17,20:30,Kobe Wing Stadium,Kobe,Japan,Brazil,BRA,Belgium,BEL,2,0,0,0,0,0
M-2002-55,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-18,15:30,Miyagi Stadium,Miyagi,Japan,Japan,JPN,Turkey,TUR,0,1,0,0,0,0
M-2002-56,2002,Copa Mundial FIFA 2002,Octavos de final,No aplica,2002-06-18,20:30,Daejeon World Cup Stadium,Daejeon,South Korea,South Korea,KOR,Italy,ITA,2,1,1,0,0,0
M-2002-57,2002,Copa Mundial FIFA 2002,Cuartos de final,No aplica,2002-06-21,15:30,Shizuoka Stadium ECOPA,Shizuoka,Japan,England,ENG,Brazil,BRA,1,2,0,0,0,0
M-2002-58,2002,Copa Mundial FIFA 2002,Cuartos de final,No aplica,2002-06-21,20:30,Ulsan Munsu Football Stadium,Ulsan,South Korea,Germany,DEU,United States,USA,1,0,0,0,0,0
M-2002-59,2002,Copa Mundial FIFA 2002,Cuartos de final,No aplica,2002-06-22,15:30,Gwangju World Cup Stadium,Gwangju,South Korea,Spain,ESP,South Korea,KOR,0,0,1,1,3,5
M-2002-60,2002,Copa Mundial FIFA 2002,Cuartos de final,No aplica,2002-06-22,20:30,Nagai Stadium,Osaka,Japan,Senegal,SEN,Turkey,TUR,0,1,1,0,0,0
M-2002-61,2002,Copa Mundial FIFA 2002,Semifinales,No aplica,2002-06-25,20:30,Seoul World Cup Stadium,Seoul,South Korea,Germany,DEU,South Korea,KOR,1,0,0,0,0,0
M-2002-62,2002,Copa Mundial FIFA 2002,Semifinales,No aplica,2002-06-26,20:30,Saitama Stadium,Saitama,Japan,Brazil,BRA,Turkey,TUR,1,0,0,0,0,0
M-2002-63,2002,Copa Mundial FIFA 2002,Tercer lugar,No aplica,2002-06-29,20:00,Daegu World Cup Stadium,Daegu,South Korea,South Korea,KOR,Turkey,TUR,2,3,0,0,0,0
M-2002-64,2002,Copa Mundial FIFA 2002,Final,No aplica,2002-06-30,20:00,International Stadium Yokohama,Yokohama,Japan,Germany,DEU,Brazil,BRA,0,2,0,0,0,0
M-2006-01,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-09,18:00,Allianz Arena,Munich,Germany,Germany,DEU,Costa Rica,CRI,4,2,0,0,0,0
M-2006-02,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-09,21:00,Arena AufShalke,Gelsenkirchen,Germany,Poland,POL,Ecuador,ECU,0,2,0,0,0,0
M-2006-03,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-10,15:00,Waldstadion,Frankfurt,Germany,England,ENG,Paraguay,PRY,1,0,0,0,0,0
M-2006-04,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-10,18:00,Westfalenstadion,Dortmund,Germany,Trinidad and Tobago,TTO,Sweden,SWE,0,0,0,0,0,0
M-2006-05,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-10,21:00,Volksparkstadion,Hamburg,Germany,Argentina,ARG,Ivory Coast,CIV,2,1,0,0,0,0
M-2006-06,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-11,15:00,Zentralstadion,Leipzig,Germany,Serbia and Montenegro,SCG,Netherlands,NLD,0,1,0,0,0,0
M-2006-07,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-11,18:00,Frankenstadion,Nuremberg,Germany,Mexico,MEX,Iran,IRN,3,1,0,0,0,0
M-2006-08,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-11,21:00,RheinEnergieStadion,Cologne,Germany,Angola,AGO,Portugal,PRT,0,1,0,0,0,0
M-2006-09,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-12,15:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Australia,AUS,Japan,JPN,3,1,0,0,0,0
M-2006-10,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-12,18:00,Arena AufShalke,Gelsenkirchen,Germany,United States,USA,Czech Republic,CZE,0,3,0,0,0,0
M-2006-11,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-12,21:00,Niedersachsenstadion,Hanover,Germany,Italy,ITA,Ghana,GHA,2,0,0,0,0,0
M-2006-12,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-13,15:00,Waldstadion,Frankfurt,Germany,South Korea,KOR,Togo,TGO,2,1,0,0,0,0
M-2006-13,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-13,18:00,Neckarstadion,Stuttgart,Germany,France,FRA,Switzerland,CHE,0,0,0,0,0,0
M-2006-14,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-13,21:00,Olympiastadion,Berlin,Germany,Brazil,BRA,Croatia,HRV,1,0,0,0,0,0
M-2006-15,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-14,15:00,Zentralstadion,Leipzig,Germany,Spain,ESP,Ukraine,UKR,4,0,0,0,0,0
M-2006-16,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-14,18:00,Allianz Arena,Munich,Germany,Tunisia,TUN,Saudi Arabia,SAU,2,2,0,0,0,0
M-2006-17,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-14,21:00,Westfalenstadion,Dortmund,Germany,Germany,DEU,Poland,POL,1,0,0,0,0,0
M-2006-18,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-15,15:00,Volksparkstadion,Hamburg,Germany,Ecuador,ECU,Costa Rica,CRI,3,0,0,0,0,0
M-2006-19,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-15,18:00,Frankenstadion,Nuremberg,Germany,England,ENG,Trinidad and Tobago,TTO,2,0,0,0,0,0
M-2006-20,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-15,21:00,Olympiastadion,Berlin,Germany,Sweden,SWE,Paraguay,PRY,1,0,0,0,0,0
M-2006-21,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-16,15:00,Arena AufShalke,Gelsenkirchen,Germany,Argentina,ARG,Serbia and Montenegro,SCG,6,0,0,0,0,0
M-2006-22,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-16,18:00,Neckarstadion,Stuttgart,Germany,Netherlands,NLD,Ivory Coast,CIV,2,1,0,0,0,0
M-2006-23,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-16,21:00,Niedersachsenstadion,Hanover,Germany,Mexico,MEX,Angola,AGO,0,0,0,0,0,0
M-2006-24,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-17,15:00,Waldstadion,Frankfurt,Germany,Portugal,PRT,Iran,IRN,2,0,0,0,0,0
M-2006-25,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-17,18:00,RheinEnergieStadion,Cologne,Germany,Czech Republic,CZE,Ghana,GHA,0,2,0,0,0,0
M-2006-26,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-17,21:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Italy,ITA,United States,USA,1,1,0,0,0,0
M-2006-27,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-18,15:00,Frankenstadion,Nuremberg,Germany,Japan,JPN,Croatia,HRV,0,0,0,0,0,0
M-2006-28,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-18,18:00,Allianz Arena,Munich,Germany,Brazil,BRA,Australia,AUS,2,0,0,0,0,0
M-2006-29,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-18,21:00,Zentralstadion,Leipzig,Germany,France,FRA,South Korea,KOR,1,1,0,0,0,0
M-2006-30,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-19,15:00,Westfalenstadion,Dortmund,Germany,Togo,TGO,Switzerland,CHE,0,2,0,0,0,0
M-2006-31,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-19,18:00,Volksparkstadion,Hamburg,Germany,Saudi Arabia,SAU,Ukraine,UKR,0,4,0,0,0,0
M-2006-32,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-19,21:00,Neckarstadion,Stuttgart,Germany,Spain,ESP,Tunisia,TUN,3,1,0,0,0,0
M-2006-33,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-20,16:00,Niedersachsenstadion,Hanover,Germany,Costa Rica,CRI,Poland,POL,1,2,0,0,0,0
M-2006-34,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo A,2006-06-20,16:00,Olympiastadion,Berlin,Germany,Ecuador,ECU,Germany,DEU,0,3,0,0,0,0
M-2006-35,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-20,21:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Paraguay,PRY,Trinidad and Tobago,TTO,2,0,0,0,0,0
M-2006-36,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo B,2006-06-20,21:00,RheinEnergieStadion,Cologne,Germany,Sweden,SWE,England,ENG,2,2,0,0,0,0
M-2006-37,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-21,16:00,Zentralstadion,Leipzig,Germany,Iran,IRN,Angola,AGO,1,1,0,0,0,0
M-2006-38,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo D,2006-06-21,16:00,Arena AufShalke,Gelsenkirchen,Germany,Portugal,PRT,Mexico,MEX,2,1,0,0,0,0
M-2006-39,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-21,21:00,Allianz Arena,Munich,Germany,Ivory Coast,CIV,Serbia and Montenegro,SCG,3,2,0,0,0,0
M-2006-40,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo C,2006-06-21,21:00,Waldstadion,Frankfurt,Germany,Netherlands,NLD,Argentina,ARG,0,0,0,0,0,0
M-2006-41,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-22,16:00,Volksparkstadion,Hamburg,Germany,Czech Republic,CZE,Italy,ITA,0,2,0,0,0,0
