match_id,edition_year,tournament_name,stage,group,date,time,stadium,city,host_country,home_team,home_code,away_team,away_code,home_score,away_score,extra_time,penalty_shootout,home_penalties,away_penalties
M-2006-42,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo E,2006-06-22,16:00,Frankenstadion,Nuremberg,Germany,Ghana,GHA,United States,USA,2,1,0,0,0,0
M-2006-43,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-22,21:00,Neckarstadion,Stuttgart,Germany,Croatia,HRV,Australia,AUS,2,2,0,0,0,0
M-2006-44,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo F,2006-06-22,21:00,Westfalenstadion,Dortmund,Germany,Japan,JPN,Brazil,BRA,1,4,0,0,0,0
M-2006-45,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-23,16:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Saudi Arabia,SAU,Spain,ESP,0,1,0,0,0,0
M-2006-46,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo H,2006-06-23,16:00,Olympiastadion,Berlin,Germany,Ukraine,UKR,Tunisia,TUN,1,0,0,0,0,0
M-2006-47,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-23,21:00,Niedersachsenstadion,Hanover,Germany,Switzerland,CHE,South Korea,KOR,2,0,0,0,0,0
M-2006-48,2006,Copa Mundial FIFA 2006,Fase de grupos,Grupo G,2006-06-23,21:00,RheinEnergieStadion,Cologne,Germany,Togo,TGO,France,FRA,0,2,0,0,0,0
M-2006-49,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-24,17:00,Allianz Arena,Munich,Germany,Germany,DEU,Sweden,SWE,2,0,0,0,0,0
M-2006-50,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-24,21:00,Zentralstadion,Leipzig,Germany,Argentina,ARG,Mexico,MEX,2,1,1,0,0,0
M-2006-51,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-25,17:00,Neckarstadion,Stuttgart,Germany,England,ENG,Ecuador,ECU,1,0,0,0,0,0
M-2006-52,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-25,21:00,Frankenstadion,Nuremberg,Germany,Portugal,PRT,Netherlands,NLD,1,0,0,0,0,0
M-2006-53,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-26,17:00,Fritz-Walter-Stadion,Kaiserslautern,Germany,Italy,ITA,Australia,AUS,1,0,0,0,0,0
M-2006-54,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-26,21:00,RheinEnergieStadion,Cologne,Germany,Switzerland,CHE,Ukraine,UKR,0,0,1,1,0,3
M-2006-55,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-27,17:00,Westfalenstadion,Dortmund,Germany,Brazil,BRA,Ghana,GHA,3,0,0,0,0,0
M-2006-56,2006,Copa Mundial FIFA 2006,Octavos de final,No aplica,2006-06-27,21:00,Niedersachsenstadion,Hanover,Germany,Spain,ESP,France,FRA,1,3,0,0,0,0
M-2006-57,2006,Copa Mundial FIFA 2006,Cuartos de final,No aplica,2006-06-30,17:00,Olympiastadion,Berlin,Germany,Germany,DEU,Argentina,ARG,1,1,1,1,4,2
M-2006-58,2006,Copa Mundial FIFA 2006,Cuartos de final,No aplica,2006-06-30,21:00,Volksparkstadion,Hamburg,Germany,Italy,ITA,Ukraine,UKR,3,0,0,0,0,0
M-2006-59,2006,Copa Mundial FIFA 2006,Cuartos de final,No aplica,2006-07-01,17:00,Arena AufShalke,Gelsenkirchen,Germany,England,ENG,Portugal,PRT,0,0,1,1,1,3
M-2006-60,2006,Copa Mundial FIFA 2006,Cuartos de final,No aplica,2006-07-01,21:00,Waldstadion,Frankfurt,Germany,Brazil,BRA,France,FRA,0,1,0,0,0,0
M-2006-61,2006,Copa Mundial FIFA 2006,Semifinales,No aplica,2006-07-04,21:00,Westfalenstadion,Dortmund,Germany,Germany,DEU,Italy,ITA,0,2,1,0,0,0
M-2006-62,2006,Copa Mundial FIFA 2006,Semifinales,No aplica,2006-07-05,21:00,Allianz Arena,Munich,Germany,Portugal,PRT,France,FRA,0,1,0,0,0,0
M-2006-63,2006,Copa Mundial FIFA 2006,Tercer lugar,No aplica,2006-07-08,21:00,Neckarstadion,Stuttgart,Germany,Germany,DEU,Portugal,PRT,3,1,0,0,0,0
M-2006-64,2006,Copa Mundial FIFA 2006,Final,No aplica,2006-07-09,20:00,Olympiastadion,Berlin,Germany,Italy,ITA,France,FRA,1,1,1,1,5,3
M-2010-01,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-11,16:00,Soccer City,Johannesburg,South Africa,South Africa,ZAF,Mexico,MEX,1,1,0,0,0,0
M-2010-02,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-11,20:30,Cape Town Stadium,Cape Town,South Africa,Uruguay,URY,France,FRA,0,0,0,0,0,0
M-2010-03,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-12,13:30,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,South Korea,KOR,Greece,GRC,2,0,0,0,0,0
M-2010-04,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-12,16:00,Ellis Park Stadium,Johannesburg,South Africa,Argentina,ARG,Nigeria,NGA,1,0,0,0,0,0
M-2010-05,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-12,20:30,Royal Bafokeng Stadium,Rustenburg,South Africa,England,ENG,United States,USA,1,1,0,0,0,0
M-2010-06,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-13,13:30,Peter Mokaba Stadium,Polokwane,South Africa,Algeria,DZA,Slovenia,SVN,0,1,0,0,0,0
M-2010-07,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-13,16:00,Loftus Versfeld Stadium,Pretoria,South Africa,Serbia,SRB,Ghana,GHA,0,1,0,0,0,0
M-2010-08,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-13,20:30,Moses Mabhida Stadium,Durban,South Africa,Germany,DEU,Australia,AUS,4,0,0,0,0,0
M-2010-09,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-14,13:30,Soccer City,Johannesburg,South Africa,Netherlands,NLD,Denmark,DNK,2,0,0,0,0,0
M-2010-10,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-14,16:00,Free State Stadium,Bloemfontein,South Africa,Japan,JPN,Cameroon,CMR,1,0,0,0,0,0
M-2010-11,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-14,20:30,Cape Town Stadium,Cape Town,South Africa,Italy,ITA,Paraguay,PRY,1,1,0,0,0,0
M-2010-12,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-15,13:30,Royal Bafokeng Stadium,Rustenburg,South Africa,New Zealand,NZL,Slovakia,SVK,1,1,0,0,0,0
M-2010-13,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-15,16:00,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Ivory Coast,CIV,Portugal,PRT,0,0,0,0,0,0
M-2010-14,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-15,20:30,Ellis Park Stadium,Johannesburg,South Africa,Brazil,BRA,North Korea,PRK,2,1,0,0,0,0
M-2010-15,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-16,13:30,Mbombela Stadium,Nelspruit,South Africa,Honduras,HND,Chile,CHL,0,1,0,0,0,0
M-2010-16,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-16,16:00,Moses Mabhida Stadium,Durban,South Africa,Spain,ESP,Switzerland,CHE,0,1,0,0,0,0
M-2010-17,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-16,20:30,Loftus Versfeld Stadium,Pretoria,South Africa,South Africa,ZAF,Uruguay,URY,0,3,0,0,0,0
M-2010-18,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-17,13:30,Soccer City,Johannesburg,South Africa,Argentina,ARG,South Korea,KOR,4,1,0,0,0,0
M-2010-19,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-17,16:00,Free State Stadium,Bloemfontein,South Africa,Greece,GRC,Nigeria,NGA,2,1,0,0,0,0
M-2010-20,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-17,20:30,Peter Mokaba Stadium,Polokwane,South Africa,France,FRA,Mexico,MEX,0,2,0,0,0,0
M-2010-21,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-18,13:30,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Germany,DEU,Serbia,SRB,0,1,0,0,0,0
M-2010-22,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-18,16:00,Ellis Park Stadium,Johannesburg,South Africa,Slovenia,SVN,United States,USA,2,2,0,0,0,0
M-2010-23,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-18,20:30,Cape Town Stadium,Cape Town,South Africa,England,ENG,Algeria,DZA,0,0,0,0,0,0
M-2010-24,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-19,13:30,Moses Mabhida Stadium,Durban,South Africa,Netherlands,NLD,Japan,JPN,1,0,0,0,0,0
M-2010-25,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-19,16:00,Royal Bafokeng Stadium,Rustenburg,South Africa,Ghana,GHA,Australia,AUS,1,1,0,0,0,0
M-2010-26,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-19,20:30,Loftus Versfeld Stadium,Pretoria,South Africa,Cameroon,CMR,Denmark,DNK,1,2,0,0,0,0
M-2010-27,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-20,13:30,Free State Stadium,Bloemfontein,South Africa,Slovakia,SVK,Paraguay,PRY,0,2,0,0,0,0
M-2010-28,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-20,16:00,Mbombela Stadium,Nelspruit,South Africa,Italy,ITA,New Zealand,NZL,1,1,0,0,0,0
M-2010-29,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-20,20:30,Soccer City,Johannesburg,South Africa,Brazil,BRA,Ivory Coast,CIV,3,1,0,0,0,0
M-2010-30,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-21,13:30,Cape Town Stadium,Cape Town,South Africa,Portugal,PRT,North Korea,PRK,7,0,0,0,0,0
M-2010-31,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-21,16:00,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Chile,CHL,Switzerland,CHE,1,0,0,0,0,0
M-2010-32,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-21,20:30,Ellis Park Stadium,Johannesburg,South Africa,Spain,ESP,Honduras,HND,2,0,0,0,0,0
M-2010-33,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-22,16:00,Free State Stadium,Bloemfontein,South Africa,France,FRA,South Africa,ZAF,1,2,0,0,0,0
M-2010-34,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo A,2010-06-22,16:00,Royal Bafokeng Stadium,Rustenburg,South Africa,Mexico,MEX,Uruguay,URY,0,1,0,0,0,0
M-2010-35,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-22,20:30,Peter Mokaba Stadium,Polokwane,South Africa,Greece,GRC,Argentina,ARG,0,2,0,0,0,0
M-2010-36,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo B,2010-06-22,20:30,Moses Mabhida Stadium,Durban,South Africa,Nigeria,NGA,South Korea,KOR,2,2,0,0,0,0
M-2010-37,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-23,16:00,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Slovenia,SVN,England,ENG,0,1,0,0,0,0
M-2010-38,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo C,2010-06-23,16:00,Loftus Versfeld Stadium,Pretoria,South Africa,United States,USA,Algeria,DZA,1,0,0,0,0,0
M-2010-39,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-23,20:30,Mbombela Stadium,Nelspruit,South Africa,Australia,AUS,Serbia,SRB,2,1,0,0,0,0
M-2010-40,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo D,2010-06-23,20:30,Soccer City,Johannesburg,South Africa,Ghana,GHA,Germany,DEU,0,1,0,0,0,0
M-2010-41,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-24,16:00,Peter Mokaba Stadium,Polokwane,South Africa,Paraguay,PRY,New Zealand,NZL,0,0,0,0,0,0
M-2010-42,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo F,2010-06-24,16:00,Ellis Park Stadium,Johannesburg,South Africa,Slovakia,SVK,Italy,ITA,3,2,0,0,0,0
M-2010-43,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-24,20:30,Cape Town Stadium,Cape Town,South Africa,Cameroon,CMR,Netherlands,NLD,1,2,0,0,0,0
M-2010-44,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo E,2010-06-24,20:30,Royal Bafokeng Stadium,Rustenburg,South Africa,Denmark,DNK,Japan,JPN,1,3,0,0,0,0
M-2010-45,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-25,16:00,Mbombela Stadium,Nelspruit,South Africa,North Korea,PRK,Ivory Coast,CIV,0,3,0,0,0,0
M-2010-46,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo G,2010-06-25,16:00,Moses Mabhida Stadium,Durban,South Africa,Portugal,PRT,Brazil,BRA,0,0,0,0,0,0
M-2010-47,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-25,20:30,Loftus Versfeld Stadium,Pretoria,South Africa,Chile,CHL,Spain,ESP,1,2,0,0,0,0
M-2010-48,2010,Copa Mundial FIFA 2010,Fase de grupos,Grupo H,2010-06-25,20:30,Free State Stadium,Bloemfontein,South Africa,Switzerland,CHE,Honduras,HND,0,0,0,0,0,0
M-2010-49,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-26,16:00,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Uruguay,URY,South Korea,KOR,2,1,0,0,0,0
M-2010-50,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-26,20:30,Royal Bafokeng Stadium,Rustenburg,South Africa,United States,USA,Ghana,GHA,1,2,1,0,0,0
M-2010-51,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-27,16:00,Free State Stadium,Bloemfontein,South Africa,Germany,DEU,England,ENG,4,1,0,0,0,0
M-2010-52,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-27,20:30,Soccer City,Johannesburg,South Africa,Argentina,ARG,Mexico,MEX,3,1,0,0,0,0
M-2010-53,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-28,16:00,Moses Mabhida Stadium,Durban,South Africa,Netherlands,NLD,Slovakia,SVK,2,1,0,0,0,0
M-2010-54,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-28,20:30,Ellis Park Stadium,Johannesburg,South Africa,Brazil,BRA,Chile,CHL,3,0,0,0,0,0
M-2010-55,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-29,16:00,Loftus Versfeld Stadium,Pretoria,South Africa,Paraguay,PRY,Japan,JPN,0,0,1,1,5,3
M-2010-56,2010,Copa Mundial FIFA 2010,Octavos de final,No aplica,2010-06-29,20:30,Cape Town Stadium,Cape Town,South Africa,Spain,ESP,Portugal,PRT,1,0,0,0,0,0
M-2010-57,2010,Copa Mundial FIFA 2010,Cuartos de final,No aplica,2010-07-02,16:00,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Netherlands,NLD,Brazil,BRA,2,1,0,0,0,0
M-2010-58,2010,Copa Mundial FIFA 2010,Cuartos de final,No aplica,2010-07-02,20:30,Soccer City,Johannesburg,South Africa,Uruguay,URY,Ghana,GHA,1,1,1,1,4,2
M-2010-59,2010,Copa Mundial FIFA 2010,Cuartos de final,No aplica,2010-07-03,16:00,Cape Town Stadium,Cape Town,South Africa,Argentina,ARG,Germany,DEU,0,4,0,0,0,0
M-2010-60,2010,Copa Mundial FIFA 2010,Cuartos de final,No aplica,2010-07-03,20:30,Ellis Park Stadium,Johannesburg,South Africa,Paraguay,PRY,Spain,ESP,0,1,0,0,0,0
M-2010-61,2010,Copa Mundial FIFA 2010,Semifinales,No aplica,2010-07-06,20:30,Cape Town Stadium,Cape Town,South Africa,Uruguay,URY,Netherlands,NLD,2,3,0,0,0,0
M-2010-62,2010,Copa Mundial FIFA 2010,Semifinales,No aplica,2010-07-07,20:30,Moses Mabhida Stadium,Durban,South Africa,Germany,DEU,Spain,ESP,0,1,0,0,0,0
M-2010-63,2010,Copa Mundial FIFA 2010,Tercer lugar,No aplica,2010-07-10,20:30,Nelson Mandela Bay Stadium,Port Elizabeth,South Africa,Uruguay,URY,Germany,DEU,2,3,0,0,0,0
M-2010-64,2010,Copa Mundial FIFA 2010,Final,No aplica,2010-07-11,20:30,Soccer City,Johannesburg,South Africa,Netherlands,NLD,Spain,ESP,0,1,1,0,0,0
M-2014-01,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-12,17:00,Arena Corinthians,Sao Paulo,Brazil,Brazil,BRA,Croatia,HRV,3,1,0,0,0,0
M-2014-02,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-13,13:00,Arena das Dunas,Natal,Brazil,Mexico,MEX,Cameroon,CMR,1,0,0,0,0,0
M-2014-03,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-13,16:00,Arena Fonte Nova,Salvador,Brazil,Spain,ESP,Netherlands,NLD,1,5,0,0,0,0
M-2014-04,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-13,18:00,Arena Pantanal,Cuiaba,Brazil,Chile,CHL,Australia,AUS,3,1,0,0,0,0
M-2014-05,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-14,13:00,Estadio Mineirao,Belo Horizonte,Brazil,Colombia,COL,Greece,GRC,3,0,0,0,0,0
M-2014-06,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-14,16:00,Estadio Castelao,Fortaleza,Brazil,Uruguay,URY,Costa Rica,CRI,1,3,0,0,0,0
M-2014-07,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-14,18:00,Arena da Amazonia,Manaus,Brazil,England,ENG,Italy,ITA,1,2,0,0,0,0
M-2014-08,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-14,22:00,Arena Pernambuco,Recife,Brazil,Ivory Coast,CIV,Japan,JPN,2,1,0,0,0,0
M-2014-09,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-15,13:00,Estadio Nacional,Brasilia,Brazil,Switzerland,CHE,Ecuador,ECU,2,1,0,0,0,0
M-2014-10,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-15,16:00,Estadio Beira-Rio,Porto Alegre,Brazil,France,FRA,Honduras,HND,3,0,0,0,0,0
M-2014-11,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-15,19:00,Estadio do Maracana,Rio de Janeiro,Brazil,Argentina,ARG,Bosnia and Herzegovina,BIH,2,1,0,0,0,0
M-2014-12,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-16,13:00,Arena Fonte Nova,Salvador,Brazil,Germany,DEU,Portugal,PRT,4,0,0,0,0,0
M-2014-13,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-16,16:00,Arena da Baixada,Curitiba,Brazil,Iran,IRN,Nigeria,NGA,0,0,0,0,0,0
M-2014-14,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-16,19:00,Arena das Dunas,Natal,Brazil,Ghana,GHA,United States,USA,1,2,0,0,0,0
M-2014-15,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-17,13:00,Estadio Mineirao,Belo Horizonte,Brazil,Belgium,BEL,Algeria,DZA,2,1,0,0,0,0
M-2014-16,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-17,16:00,Estadio Castelao,Fortaleza,Brazil,Brazil,BRA,Mexico,MEX,0,0,0,0,0,0
M-2014-17,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-17,18:00,Arena Pantanal,Cuiaba,Brazil,Russia,RUS,South Korea,KOR,1,1,0,0,0,0
M-2014-18,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-18,13:00,Estadio Beira-Rio,Porto Alegre,Brazil,Australia,AUS,Netherlands,NLD,2,3,0,0,0,0
M-2014-19,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-18,16:00,Estadio do Maracana,Rio de Janeiro,Brazil,Spain,ESP,Chile,CHL,0,2,0,0,0,0
M-2014-20,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-18,18:00,Arena da Amazonia,Manaus,Brazil,Cameroon,CMR,Croatia,HRV,0,4,0,0,0,0
M-2014-21,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-19,13:00,Estadio Nacional,Brasilia,Brazil,Colombia,COL,Ivory Coast,CIV,2,1,0,0,0,0
M-2014-22,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-19,16:00,Arena Corinthians,Sao Paulo,Brazil,Uruguay,URY,England,ENG,2,1,0,0,0,0
M-2014-23,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-19,19:00,Arena das Dunas,Natal,Brazil,Japan,JPN,Greece,GRC,0,0,0,0,0,0
M-2014-24,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-20,13:00,Arena Pernambuco,Recife,Brazil,Italy,ITA,Costa Rica,CRI,0,1,0,0,0,0
M-2014-25,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-20,16:00,Arena Fonte Nova,Salvador,Brazil,Switzerland,CHE,France,FRA,2,5,0,0,0,0
M-2014-26,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-20,19:00,Arena da Baixada,Curitiba,Brazil,Honduras,HND,Ecuador,ECU,1,2,0,0,0,0
M-2014-27,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-21,13:00,Estadio Mineirao,Belo Horizonte,Brazil,Argentina,ARG,Iran,IRN,1,0,0,0,0,0
M-2014-28,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-21,16:00,Estadio Castelao,Fortaleza,Brazil,Germany,DEU,Ghana,GHA,2,2,0,0,0,0
M-2014-29,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-21,18:00,Arena Pantanal,Cuiaba,Brazil,Nigeria,NGA,Bosnia and Herzegovina,BIH,1,0,0,0,0,0
M-2014-30,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-22,13:00,Estadio do Maracana,Rio de Janeiro,Brazil,Belgium,BEL,Russia,RUS,1,0,0,0,0,0
M-2014-31,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-22,16:00,Estadio Beira-Rio,Porto Alegre,Brazil,South Korea,KOR,Algeria,DZA,2,4,0,0,0,0
M-2014-32,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-22,18:00,Arena da Amazonia,Manaus,Brazil,United States,USA,Portugal,PRT,2,2,0,0,0,0
M-2014-33,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-23,13:00,Arena da Baixada,Curitiba,Brazil,Australia,AUS,Spain,ESP,0,3,0,0,0,0
M-2014-34,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo B,2014-06-23,13:00,Arena Corinthians,Sao Paulo,Brazil,Netherlands,NLD,Chile,CHL,2,0,0,0,0,0
M-2014-35,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-23,17:00,Estadio Nacional,Brasilia,Brazil,Cameroon,CMR,Brazil,BRA,1,4,0,0,0,0
M-2014-36,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo A,2014-06-23,17:00,Arena Pernambuco,Recife,Brazil,Croatia,HRV,Mexico,MEX,1,3,0,0,0,0
M-2014-37,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-24,13:00,Estadio Mineirao,Belo Horizonte,Brazil,Costa Rica,CRI,England,ENG,0,0,0,0,0,0
M-2014-38,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo D,2014-06-24,13:00,Arena das Dunas,Natal,Brazil,Italy,ITA,Uruguay,URY,0,1,0,0,0,0
M-2014-39,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-24,16:00,Arena Pantanal,Cuiaba,Brazil,Japan,JPN,Colombia,COL,1,4,0,0,0,0
M-2014-40,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo C,2014-06-24,17:00,Estadio Castelao,Fortaleza,Brazil,Greece,GRC,Ivory Coast,CIV,2,1,0,0,0,0
M-2014-41,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-25,13:00,Arena Fonte Nova,Salvador,Brazil,Bosnia and Herzegovina,BIH,Iran,IRN,3,1,0,0,0,0
M-2014-42,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo F,2014-06-25,13:00,Estadio Beira-Rio,Porto Alegre,Brazil,Nigeria,NGA,Argentina,ARG,2,3,0,0,0,0
M-2014-43,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-25,16:00,Arena da Amazonia,Manaus,Brazil,Honduras,HND,Switzerland,CHE,0,3,0,0,0,0
M-2014-44,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo E,2014-06-25,17:00,Estadio do Maracana,Rio de Janeiro,Brazil,Ecuador,ECU,France,FRA,0,0,0,0,0,0
M-2014-45,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-26,13:00,Estadio Nacional,Brasilia,Brazil,Portugal,PRT,Ghana,GHA,2,1,0,0,0,0
M-2014-46,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo G,2014-06-26,13:00,Arena Pernambuco,Recife,Brazil,United States,USA,Germany,DEU,0,1,0,0,0,0
M-2014-47,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-26,17:00,Arena da Baixada,Curitiba,Brazil,Algeria,DZA,Russia,RUS,1,1,0,0,0,0
M-2014-48,2014,Copa Mundial FIFA 2014,Fase de grupos,Grupo H,2014-06-26,17:00,Arena Corinthians,Sao Paulo,Brazil,South Korea,KOR,Belgium,BEL,0,1,0,0,0,0
M-2014-49,2014,Copa Mundial FIFA 2014,Octavos de final,No aplica,2014-06-28,13:00,Estadio Mineirao,Belo Horizonte,Brazil,Brazil,BRA,Chile,CHL,1,1,1,1,3,2
M-2014-50,2014,Copa Mundial FIFA 2014,Octavos de final,No aplica,2014-06-28,17:00,Estadio do Maracana,Rio de Janeiro,Brazil,Colombia,COL,Uruguay,URY,2,0,0,0,0,0
